Product_Name,Stars,Ratings,Reviews,current_price,MRP,channel,Operating_system,Picture_qualtiy,Speaker,Frequency,Image_url
Thomson,4.6,2427,585,₹26999,₹39999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/ku79vgw0/television/e/m/b/55opmax9055-thomson-original-imag7dn5ddmzz4ya.jpeg?q=70
Hisense,4.4,0,0,₹31999,₹54990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l05lx8w0/television/o/o/a/-original-imagcyevsjpfrg8h.jpeg?q=70
Blaupunkt,4.4,6977,1601,₹15999,₹23999,Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,40 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l12h1u80/television/9/l/7/-original-imagcppfsdtr8ara.jpeg?q=70
Sansui,4.3,0,0,₹34999,₹53290,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l2dmky80/television/y/s/2/-original-imagdqbngxrzkpty.jpeg?q=70
Sansui,4.1,0,0,₹10999,₹17990,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,2 x HDMI | 2 x USB,A+ Grade Panel,https://rukminim1.flixcart.com/image/312/312/l15bxjk0/television/u/g/9/jsy32nshd-sansui-original-imagcs7md9xmzwzz.jpeg?q=70
SONY,4.7,621,131,₹46999,₹66900,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kx9as280/television/t/s/o/-original-imag9rf7tsdxhzzq.jpeg?q=70
Sansui,4.2,0,0,₹10490,₹19990,Youtube,Operating System: Linux,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l3bx5e80/television/z/a/y/jsw32cshd-sansui-original-imagehazmqkezzcp.jpeg?q=70
HUIDI,4,4864,558,₹9299,₹15599,Netflix|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/ksez24w0/television/s/l/i/hd6fs-pro-huidi-original-imag5zndnwypncda.jpeg?q=70
Blaupunkt,4.4,6977,1601,₹19999,₹29999,Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,40 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l12h1u80/television/d/t/s/-original-imagcppgegr5sy6z.jpeg?q=70
SONY,4.6,838,147,₹35999,₹44900,Netflix|Youtube,Operating System: Linux,Full HD 1920 x 1080 Pixels,20 W Speaker Output,50 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kzllrbk0/television/x/u/s/-original-imagbkff7gqmdukq.jpeg?q=70
MOTOROLA,4.4,9687,1532,₹42999,₹48999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,50 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/ku2zjww0/television/n/m/t/50uhdadmrs7p-motorola-original-imag7a7nxfx7thmx.jpeg?q=70
LG,4.4,0,0,₹59999,₹109990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kqse07k0/television/k/s/6/55nano73tpz-55nano73tpz-lg-original-imag4q3zzt8tfxu8.jpeg?q=70
LG,4.5,799,121,₹39999,₹59990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kqse07k0/television/h/g/c/43up7720pty-43up7720pty-lg-original-imag4q3zdfjgbbb7.jpeg?q=70
MOTOROLA,4.4,0,0,₹28999,₹39000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l2jcccw0/television/v/d/z/43uhdadmvvge-motorola-original-imagdv4y4fauhbym.jpeg?q=70
LG,4.5,801,121,₹39999,₹59990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kqse07k0/television/h/g/c/43up7720pty-43up7720pty-lg-original-imag4q3zdfjgbbb7.jpeg?q=70
MOTOROLA,4.4,0,0,₹28999,₹39000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l2jcccw0/television/v/d/z/43uhdadmvvge-motorola-original-imagdv4y4fauhbym.jpeg?q=70
Yuwa,1.8,0,0,₹8449,₹20999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l432ikw0/television/6/k/y/y-32s-fl-yuwa-original-imagf2gy3khffvkm.jpeg?q=70
Croma,4.2,1773,217,₹7990,₹20000,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate,2 x HDMI | 2 x USB,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/ku1k4280/television/p/f/6/crel7369-croma-original-imag7969pxhrwp2k.jpeg?q=70
Coocaa,4.4,0,0,₹20999,₹35999,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kz4gh3k0/television/p/n/s/-original-imagb782cy86x6q8.jpeg?q=70
MOTOROLA,4.4,9686,1532,₹42999,₹48999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,50 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/ku2zjww0/television/n/m/t/50uhdadmrs7p-motorola-original-imag7a7nxfx7thmx.jpeg?q=70
Sansui,4.2,0,0,₹13999,₹20990,Netflix|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l2dmky80/television/b/b/b/-original-imagdqbnhdzdujn8.jpeg?q=70
Adsun,3.8,6730,929,₹8699,₹21999,Netflix|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/krntoy80/television/u/d/y/a-3200s-adsun-original-imag5edguuyn54fh.jpeg?q=70
Thomson,4.4,4204,868,₹33999,₹46999,Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/ku2zjww0/television/w/c/z/43path4545bl-43path4545bl-thomson-original-imag7a88xjj5y2dv.jpeg?q=70
SONY,0,0,0,₹35999,₹44900,Netflix|Youtube,Operating System: Linux,Full HD 1920 x 1080 Pixels,20 W Speaker Output,50 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kzllrbk0/television/x/u/s/-original-imagbkff7gqmdukq.jpeg?q=70
Croma,4.2,0,0,₹6990,₹15000,HD Ready 1366 x 786 Pixels,16 Speaker Output,60 Hz Refresh Rate,2 x HDMI | 2 x USB,A+ Grade Panel,https://rukminim1.flixcart.com/image/312/312/ku79vgw0/television/w/y/q/crele3101sbt24-croma-original-imag7djy8zcvjghz.jpeg?q=70
Croma,4.3,0,0,₹11990,₹25000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l1nwnm80/television/2/i/r/crel032hof024601-croma-original-imagd69t6mysezaw.jpeg?q=70
Blaupunkt,4.6,3381,929,₹28999,₹41999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,50 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l12h1u80/television/f/h/b/-original-imagcppfgyfdhqxc.jpeg?q=70
KODAK,4.4,31763,7301,₹17999,₹20999,Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,24 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kjiwfbk0-0/television/t/3/l/40fhdx7xpro-kodak-original-imafz2zfvujgdwag.jpeg?q=70
SONY,4.8,0,0,₹72990,₹109900,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l2rwzgw0/television/j/p/0/kd-55x80aj-sony-original-imagefgmyfkbavde.jpeg?q=70
Adsun,0,0,0,₹8999,₹29999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kzn17680/television/o/q/p/a-3210s-f-adsun-original-imagbhqzhafpzhyz.jpeg?q=70
Sansui,4.1,0,0,₹8999,₹12990,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,2 x HDMI | 2 x USB,A+ Grade Panel,https://rukminim1.flixcart.com/image/312/312/l15bxjk0/television/x/3/v/jsy24nshd-sansui-original-imagcs7k3c42qpet.jpeg?q=70
Dyanora,4.1,0,0,₹6399,₹10999,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,2 x HDMI | 2 x USB,A+Grade,https://rukminim1.flixcart.com/image/312/312/l4ssfww0/television/8/1/x/-original-imagfm4bjkgbzxky.jpeg?q=70
HUIDI,4,4864,558,₹9299,₹15599,Netflix|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/ksez24w0/television/s/l/i/hd6fs-pro-huidi-original-imag5zndnwypncda.jpeg?q=70
Croma,3.9,0,0,₹18990,₹30000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,20 Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l1nwnm80/television/0/d/b/crel040fof024601-croma-original-imagd69uunejcz4d.jpeg?q=70
KODAK,4.4,31763,7301,₹20499,₹27999,Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,30 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kk4c13k0/television/s/z/k/42fhdx7xpro-kodak-original-imafzjcbcc9dcggj.jpeg?q=70
Nokia,4.3,2900,500,₹46999,₹62999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,60 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/ku1k4280/television/e/w/f/55uhdadndt52x-nokia-original-imag79br5etmuqdb.jpeg?q=70
Hisense,4.3,913,147,₹27990,₹36990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l0bbonk0/television/6/x/u/-original-imagc4c9bxnnup4z.jpeg?q=70
Adsun,3.8,6730,929,₹16999,₹39999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kzn17680/television/g/e/s/a-4300s-f-adsun-original-imagbhqpwyw8z8bp.jpeg?q=70
SONY,4.5,0,0,₹27999,₹34900,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Google TV,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l3bx5e80/television/j/i/9/-original-imageh2q8qbajhcn.jpeg?q=70
SAMSUNG,4.6,0,0,₹75999,₹134900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kqse07k0/television/a/3/2/qa55q60aaklxl-samsung-original-imag4qf5sgg3mggz.jpeg?q=70
MOTOROLA,4.4,0,0,₹34999,₹52000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l2jcccw0/television/s/k/s/50uhdadmvvge-motorola-original-imagdv4ybgmn9sgg.jpeg?q=70
Croma,4.2,1773,217,₹7990,₹20000,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate,2 x HDMI | 2 x USB,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/ku1k4280/television/p/f/6/crel7369-croma-original-imag7969pxhrwp2k.jpeg?q=70
Coocaa,4.3,867,172,₹17999,₹48990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l2qhjm80/television/x/b/y/-original-imageydsxgyvhbed.jpeg?q=70
Nokia,0,0,0,₹29999,₹40000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l3xcr680/television/d/h/y/-original-imagexnsrn6af5gu.jpeg?q=70
Hisense,4.7,0,0,₹13990,₹24990,Netflix|Disney+Hotstar|Youtube,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,2 x HDMI | 2 x USB,https://rukminim1.flixcart.com/image/312/312/kt0enww0/television/f/b/g/32a4g-32a4g-hisense-original-imag6gdfhhzctvy9.jpeg?q=70
Adsun,3.8,6730,929,₹8699,₹21999,Netflix|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/krntoy80/television/u/d/y/a-3200s-adsun-original-imag5edguuyn54fh.jpeg?q=70
SONY,4.6,4341,738,₹23999,₹29900,Netflix|Prime Video|Youtube,Operating System: Linux based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,50 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kbpeoi80/television/h/w/n/sony-kdl-32w6100-kdl-32w6103-original-imafszz3rmvj6xdg.jpeg?q=70
iFFALCON,4.3,18665,2564,₹49990,₹106990,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l1tmf0w0/television/k/q/h/-original-imagdbysykjsyfgd.jpeg?q=70
KODAK,4.6,597,160,₹32999,₹46499,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/ku79vgw0/television/y/x/4/43capro5022-kodak-original-imag7dhjgf2fzk4d.jpeg?q=70
Croma,4.3,0,0,₹11990,₹25000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l1nwnm80/television/2/i/r/crel032hof024601-croma-original-imagd69t6mysezaw.jpeg?q=70
Dyanora,4.1,0,0,₹10449,₹18999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l4d2ljk0/television/g/b/g/-original-imagf9thhm7kgxpf.jpeg?q=70
Sansui,4.1,0,0,₹26999,₹35390,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l2dmky80/television/q/w/a/-original-imagdqbn7s8jzwtu.jpeg?q=70
Dyanora,0,0,0,₹7299,₹12499,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l4pxk7k0/television/v/a/c/dy-ld24h4s-dy-ld24h4s-dyanora-original-imagfk7yq8gpzzqh.jpeg?q=70
Adsun,3.8,6730,929,₹8999,₹29999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kzn17680/television/o/q/p/a-3210s-f-adsun-original-imagbhqzhafpzhyz.jpeg?q=70
TCL,4.3,0,0,₹15990,₹29990,Netflix|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l2krs7k0/television/m/o/g/-original-imagdvsyxk2gnzzn.jpeg?q=70
Thomson,4.6,2427,585,₹33999,₹46999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/ku79vgw0/television/e/m/b/55opmax9055-thomson-original-imag7dn5ddmzz4ya.jpeg?q=70
TCL,4.3,0,0,₹31990,₹59990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,19 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l2krs7k0/television/2/c/i/-original-imagdvsyygdng6wr.jpeg?q=70
Croma,3.9,0,0,₹18990,₹30000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,20 Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l1nwnm80/television/0/d/b/crel040fof024601-croma-original-imagd69uunejcz4d.jpeg?q=70
MOTOROLA,4.4,9686,1532,₹26999,₹39999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,40 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kfzq8i80/television/h/r/5/motorola-40safhdme-original-imafwc58fun9ebzp.jpeg?q=70
TOSHIBA,4.3,1090,164,₹33999,₹46990,Netflix|Prime Video|Youtube,Operating System: VIDAA,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kex5ci80/television/2/f/s/toshiba-50u5050-original-imafvhn4ybagp54e.jpeg?q=70
Candes,4.1,0,0,₹8299,₹22690,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate,2 x HDMI | 2 x USB,1 Year Candes Domestic Warranty,https://rukminim1.flixcart.com/image/312/312/krf91u80/television/j/u/x/f32n001-candes-original-imag57hrthw4hvdg.jpeg?q=70
Adsun,3.8,6730,929,₹16999,₹39999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kzn17680/television/g/e/s/a-4300s-f-adsun-original-imagbhqpwyw8z8bp.jpeg?q=70
Mi,4.3,34983,3067,₹26999,₹31999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kr2e3680/television/9/l/o/l43m6-ei-mi-original-imag4xqrfhrewu2c.jpeg?q=70
Dyanora,4,0,0,₹17999,₹32999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,Full HD 1080 x 1920 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l2xmqvk0/television/s/t/8/dy-ld43f3s-dyanora-original-image65vxqgyndkh.jpeg?q=70
Mi,4.4,663056,67206,₹23990,₹24999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kq6yefk0/television/v/z/2/l40m5-5ain-mi-original-imag4968yrvft7qd.jpeg?q=70
Croma,4.2,1773,217,₹7990,₹20000,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate,2 x HDMI | 2 x USB,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/ku1k4280/television/p/f/6/crel7369-croma-original-imag7969pxhrwp2k.jpeg?q=70
NOKIA,4.3,23271,3975,₹62999,₹79999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,48 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/ku1k4280/television/z/v/a/65uhdadndt8p-nokia-original-imag79brjvfgfden.jpeg?q=70
Nokia,4.3,23271,3975,₹32999,₹45999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,39 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kfwvcsw0/television/e/a/z/nokia-43tauhdn-original-imafw8xervyfxmuz.jpeg?q=70
SAMSUNG,4.4,4261,460,₹29990,₹38900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kfoapow0/television/v/h/k/samsung-ua43te50fakxxl-original-imafw2r7knjww635.jpeg?q=70
